start	end	text
1219880	1220540	что к нему нужно
1220540	1221420	обращаться только
1221420	1222720	на веки,
1222800	1223100	брови
1223100	1223880	и верхнюю треть,
1224000	1225500	а по факту нет.
1225800	1226040	То есть
1226040	1227160	от лба
1227160	1229300	до попы
1229300	1230300	все вот это
1230300	1231000	он делает.
1231100	1231520	И живот,
1231760	1232620	и титри,
1232640	1233700	и грудь,
1233860	1233960	да.
1234720	1235220	Ну,
1235320	1235540	вообще,
1235820	1235960	то.
1236660	1236900	То есть,
1236900	1238520	а надо так вот
1238520	1239600	уточнять подробно,
1239600	1239860	может,
1240880	1241900	или надо это,
1241960	1242040	да?
1242700	1242920	Нет,
1242960	1243360	это надо,
1243480	1244700	это как бы мы описываем,
1244840	1245480	с чем клиент
1245480	1246120	к нам,
1246420	1246560	ну,
1246880	1247540	именно,
1247940	1248200	точнее,
1248740	1249280	по каким,
1249500	1251940	по каким
1251940	1252720	частям тела,
1252720	1253660	там тела,
1253660	1253800	да,
1253980	1254800	работает Васильев.
1255960	1256440	Давайте
1256440	1257080	не будем.
1257180	1257200	По сути,
1257320	1258100	у нас это есть
1258100	1259260	в прайсе,
1259340	1259940	просто здесь,
1260060	1261060	вот в этих моментах
1261060	1261260	мы
1261260	1262240	акцентом.
1262240	1264400	вот я вот пациент,
1264520	1265120	я захожу,
1265260	1265840	я выжжу,
1265960	1266600	и такое ощущение,
1266680	1267540	как будто веки брови,
1267620	1268400	верхняя треть лица,
1268520	1268620	все,
1268720	1269560	а я хочу грудь.
1269680	1269820	Да.
1269820	1269920	А,
1270000	1271020	я не уточню грудь,
1271080	1272920	потому что это большими буквами написано.
1273300	1274660	Я даже читать не буду,
1274780	1276480	потому что большими буквами написано,
1276600	1277120	что вот это.
1277520	1277880	Подождите,
1277980	1280040	а почему верхняя треть лица,
1280140	1281720	он же с масс полностью делает,
1281720	1282420	как выговорно.
1282480	1283580	Я говорю,
1283760	1284960	что он вообще прям
1284960	1288440	универсальный,
1288940	1290700	кроме носа.
1290700	1292780	Мы его так и описали,
1292920	1294260	что в целом хирургия лица и тела,
1294340	1295880	работа с операциями на лице,
1295980	1297080	груди и теле.
1297860	1299060	Там ты его и описала,
1299300	1299780	описали.
1299780	1300640	Тут некорректно,
1300700	1301480	все окей.
1301540	1302780	А вот это вот,
1302840	1304320	то, что мне бросается в глаза,
1305040	1306360	я читать не буду даже,
1306440	1307620	потому что я вижу вот это,
1307720	1308740	я не буду искать,
1308880	1310320	а делаете он мамопластику,
1310400	1310740	например?
1311720	1312620	Все принято.
1313860	1314980	Короче, он делает все.
1315700	1316380	Это надо сейчас
1316380	1317420	каждого врача сидеть,
1317500	1318340	проверять опять, да?
1319380	1320740	Ну, там уж на самом деле
1320740	1321440	немного,
1321620	1323760	то есть мы информацию-то подбили,
1323860	1325540	просто вот такие моменты,
1325640	1327100	которые мы можем не учесть.
1328460	1329700	Я посмотрю.
1330980	1332740	Ну, мы все приводили
1332740	1335080	к идеальному виду,
1335180	1336280	поэтому не должно быть
1336280	1338700	таких критических моментов.
1341720	1342460	кто человек,
1342700	1343160	кто не правит,
1343260	1343920	кто делает,
1344020	1344580	кто этот свой.
1344880	1345120	Вот.
1349380	1352180	У Милаяна нет сосудистой хирургии?
1355780	1356860	Мини флек...
1356860	1357860	флебэк...
1358860	1359380	мини...
1359380	1360360	Нет, нет, нет, нет,
1360360	1361060	не делает он.
1361100	1361240	Нет,
1362160	1363660	флебологии вообще нет.
1364600	1365800	Откуда это взяли все?
1367300	1367700	Слушайте,
1367780	1369280	по Милаяну вообще...
1369280	1370900	То, что искусственный интеллект
1370900	1372800	большое делал исследования
1372800	1373600	с разных источников,
1373680	1374520	где-то набудил, видимо.
1374840	1375720	Прошу прощения, давайте...
1375720	1377000	У него сын есть,
1377100	1378560	может, вы с сыном перепутали?
1379180	1379880	У него тоже
1379880	1381040	Лаян МММ.
1382600	1384020	А по врачам,
1384100	1385080	давайте сделаем так,
1385160	1385720	я завтра...
1386820	1387780	Так, завтра утром
1387780	1388360	я не смогу.
1388800	1390080	Завтра после обеда
1390080	1391520	я каждому врачу посмотрю
1391520	1391860	вообще,
1392560	1393200	что они делают,
1393320	1393920	направление.
1394060	1394960	Все, за скриню.
1395280	1395880	Все, что нет,
1395940	1396680	я вам там
1396680	1397760	черкану
1397760	1398540	и отправлю.
1398640	1398840	Ладно?
1399380	1400060	Да, да, да.
1400120	1400940	Вот нам по врачам
1400940	1401480	только осталось
1401480	1402600	вот эти моменты подбить,
1402600	1403480	потому что
1403480	1405500	не все врачи
1405500	1407060	полностью информацию брали
1407060	1407960	и мы там
1407960	1409380	с интернета,
1409520	1410540	с открытых источников
1410540	1411620	все подбирали.
1412260	1412580	Поняла.
1412720	1413720	Я посмотрю, ладно,
1413840	1414980	и напишу там вам
1414980	1415540	отдельно
1415540	1416600	по каждому врачу
1416600	1417120	чуйка.
1417820	1418400	Да, хорошо.
1419240	1420320	Моя работа.
1420620	1421660	Сделаю завтра
1421660	1422600	после обеда.
1423380	1424000	Все, приняли.
1425580	1426060	Ну, все.
1426660	1427580	На этом все.
1428000	1428880	Подскажите доступ
1428880	1429940	к тому,
1429940	1430700	где сейчас
1430700	1431740	висит...
1431740	1432920	Давай потом
1432920	1433960	я сам Саше решу.
1434020	1435120	Я выхожу, ладно?
1436740	1437940	Можно быстренько
1437940	1439380	вас на пару слов?
1439500	1440180	Вам все нравится?
1441340	1441920	Пока, да.
1442180	1443040	Сейчас я посмотрю
1443040	1443700	еще тексты.
1443840	1445020	А я проверю
1445020	1446040	там по врачам
1446040	1446300	тоже.
1446720	1447160	Все, хорошо.
1447600	1447780	Хорошо.
1448180	1448800	Все, хорошего
1448800	1449740	вечера вам.
1449860	1450220	До свидания.
1450420	1451140	До свидания.
1451940	1452300	Все, да?
1454140	1454540	Домой?
1454660	1455240	Да, в целом,
1455540	1456300	Гузель, у нас все.
1456620	1458120	Мы все обсудили,
1458120	1459060	да, от вас только вот.
1459740	1460580	Вот чисто мое,
1460580	1461540	мне очень нравится,
1461680	1462320	что вы сделали.
1463100	1464080	Вообще сайт,
1464200	1464880	как вот это все
1464880	1465640	двигается,
1465780	1466920	прыгает и прочее.
1467000	1468120	И цвета мне нравятся,
1468160	1469400	и в глазах не рябит.
1469620	1471200	И вообще все нормально.
1471900	1472820	Еще бы интернет
1472820	1473740	у меня не тормозил
1473740	1474540	и быстрее это все
1474540	1475140	загружалось,
1475220	1475900	наверное, было бы
1475900	1476580	еще супер.
1477020	1478580	У меня пока этот...
1478580	1480140	Сегодня в целом
1480140	1481260	проблема.
1481900	1482640	На Wi-Fi
1482640	1483240	вот я сижу,
1483500	1484120	подглючивает.
1484720	1485680	Вообще фотографии
1485680	1486480	оптимизированные
1486480	1488100	под быструю загрузку,
1488220	1488800	и в этом плане
1488800	1489260	все хорошо.
1490060	1490700	Нет, мне нравится,
1490800	1491760	как переходит
1491760	1492560	все вот эти вот
1492560	1493180	ништяки
1493180	1493860	прикольные,
1494100	1495760	такие модные какие-то.
1495800	1496340	Я так поняла,
1496420	1497320	вот наверху Яндекс
1497320	1498060	и Дубль Гиз,
1498360	1499700	это если мы туда пройдем,
1499780	1500660	мы провалимся
1500660	1502020	в Яндекс-карте, да?
1502400	1503320	Да, да.
1503320	1506180	Не, мне вообще пока
1506180	1507340	все нравится.
1507460	1507880	Единственное,
1507940	1509280	вот это тексты
1509280	1510300	в некоторых местах
1510300	1511480	слишком этот...
1511480	1512440	А вот еще, кстати,
1512700	1514220	Гузель Гульнар Ильдусовна
1514220	1514520	вышла,
1514580	1515520	ну вам только скажу.
1516220	1516660	Вот там,
1516820	1517320	где...
1517320	1518320	Так,
1519160	1519680	там, где
1519680	1521220	о клинике внизу,
1521500	1522260	там, где Сергеева
1522260	1523080	Гузель Ильдусовна
1523080	1524020	отвечает за работу
1524020	1524620	плотинента
1524620	1525100	в Казань
1525100	1527320	и организационный
1527320	1528360	контур клиники.
1528700	1529420	Вообще непонятно,
1529520	1529760	что такое
1529760	1530460	организационный
1530460	1531160	контур клиники.
1531160	1533600	Давайте уберем
1533600	1534160	аргент
1534160	1535660	контур клиники.
1537340	1538160	А обязательно, да,
1538200	1538800	писать директор,
1538900	1539700	за что отвечает?
1539880	1540580	Ну она же директор.
1540580	1541040	Нет, нет.
1541360	1541680	Ну да.
1542960	1543840	Она же директор.
1545900	1546700	Не знаю,
1546820	1548000	директор Сергеева
1548000	1549000	Гузель Ильдусовна.
1551240	1551800	Давайте
1551800	1553400	тоже завтра скажу.
1553540	1554980	У нее сама спрошу я,
1555360	1556160	что она хочет,
1556340	1557600	чтобы мы там написали,
1558720	1559940	чтобы без обид было.
1560040	1561040	Она у нас человек,
1561160	1563040	этот творческий.
1563780	1564220	Вот.
1564280	1564560	А все,
1564700	1565620	завтра тогда я вам
1565620	1566200	по остальным
1566200	1566840	все напишу,
1566880	1567060	ладно?
1567740	1567940	Все,
1568020	1568400	благодарю.
1569700	1570100	Все,
1570200	1570540	давайте,
1570640	1571140	до свидания.
1571220	1571840	Спасибо большое.
1572700	1573140	До свидания.
1577600	1577840	Ага,
1577900	1578020	Дим,
1578080	1578240	тут?
1579140	1579420	Да,
1579520	1579660	да,
1579660	1580140	так вот.
1580500	1580840	Гузель,
1580920	1581380	непонятно,
1581480	1581880	отключилась,
1581940	1582480	не отключилась.
1583380	1583580	Да,
1583620	1583940	вроде все.
1584260	1584560	Ну все,
1584680	1584900	хорошо,
1585040	1585120	да.
1585340	1585780	Вообще,
1585980	1586700	финишная прямая.
1586780	1586980	Я им,
1587080	1587220	короче,
1587300	1588080	счет за дизайн
1588080	1588820	отправил.
1588900	1589680	Они там вроде
1589680	1590740	должны сегодня оплатить.
1591160	1591540	Вот.
1591740	1593040	И сейчас мы...
1593040	1593620	Сегодня добить,
1593740	1594700	постараюсь все так много.
1594880	1595720	Мы сегодня сейчас,
1595840	1596360	значит,
1596500	1596700	этот,
1596820	1597320	добьем,
1597520	1597920	завтра.
1598580	1598740	Ну,
1598840	1599020	уж,
1599120	1599380	наверное,
1599480	1600000	на этой неделе
1600000	1601520	они ничего не оплатят нового,
1601680	1602120	поэтому
1602120	1604260	понедельник,
1604320	1604700	вторник,
1605040	1605380	я думаю,
1605440	1606080	мы уже этот,
1606280	1607120	сдадим весь сайт.
1608740	1609500	И нам надо это,
1609620	1610580	нам надо поднажать
1610580	1611160	по огням,
1611160	1611620	огням,
1611800	1612580	потому что
1612580	1614200	я ему вот,
1614320	1614560	ну,
1614620	1614800	как бы,
1614840	1615480	докинул счет.
1616420	1616860	Да.
1617580	1617980	И все,
1618160	1619700	и все.
1619780	1619940	Смотри,
1620020	1621620	я там еще этот модуль
1621620	1623960	ВБ отзывов
1623960	1624880	сегодня бахнул.
1626500	1626940	Блядь,
1626980	1627660	там получается так,
1627740	1628820	что я каждый раз прохожу,
1628920	1629360	такой так,
1629680	1630180	вот здесь справки,
1630240	1630760	вот здесь справки,
1631000	1631960	все компоную,
1632020	1632600	вроде заебата.
1632940	1634120	Потом по-новому захожу,
1634520	1635540	смотрю с точки зрения
1635540	1636280	удобства
1636280	1637100	и какого-то
1637100	1638100	функционала,
1638180	1639220	что-то еще придумывается.
1639320	1639500	Короче,
1639500	1640060	каждый раз,
1640140	1641400	если что-то новое еще вношу,
1641480	1642120	его полирую,
1642400	1642640	наверное,
1642800	1643580	надо...
1643580	1644180	Не надо,
1644180	1645940	не надо вот этой темой заниматься.
1645960	1646400	Да, да, да.
1646640	1647840	Давай вносить,
1648000	1648860	давай вносить то,
1649180	1649300	что,
1649420	1650020	только то,
1650260	1650980	что они говорят,
1651100	1651560	потому что
1651560	1653020	мы сейчас с этим проектом,
1653360	1653520	ты,
1653560	1654820	ты же каждую функцию,
1654980	1656000	которую нового заносишь,
1656260	1657600	это каждая функция бэка,
1657660	1658420	ты потом устанешь
1658420	1659820	это все проверять на бэке.
1661280	1661720	Ладно.
1662060	1662660	Все, давай, Диман,
1662680	1663180	я побежал.
1663660	1664420	Давай, давай.
1664460	1664620	Давай,
1664700	1665500	спасибо большое, давай.
1665760	1666500	Все, все хорошо.
1667060	1667220	Угу.
1667280	1667440	Угу.
1669500	1670500	Угу.
1670500	1670500	
1670500	1670500	
1670500	1670500	
1670500	1670500	
1670500	1670500	
1670500	1670500	
1670500	1670500	
1670500	1670500	
1670500	1670500	
1670500	1670500	
1670500	1670500	
1670500	1670500	
1670500	1670500	
1670500	1670500	
1670500	1670500	
1670500	1670500	
1670500	1670500	
1670500	1670500	
1670500	1670500	
1699500	1700500	Угу.
1700500	1700500	
1700500	1700500	
1700500	1700500	
1700500	1700500	
1700500	1700500	
1700500	1700500	
1700500	1700500	
1700500	1700500	
1700500	1700500	
1700500	1700500	
1700500	1700500	
1700500	1700500	
1700500	1700500	
1700500	1700500	
1700500	1700500	
1729500	1730500	Угу.
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1730500	
1730500	1731500	Угу.
1731500	1730500	!
1730500	1731500	Угу.
1731500	1732500	!
1732500	1732500	
1732500	1732500	
1732500	1733500	!
1733500	1733500	
1733500	1734500	!
1734500	1734500	
